Query,RetrievedDocuments
40501.query,VOM19980303.0700.0179 VOM19980221.0700.0119 VOM19980223.0900.3362 VOM19980311.0700.0279 VOM19980223.0700.0800 VOM19980303.0900.0160 VOM19980223.0900.0477 VOM19980626.0700.0365 VOM19980222.0700.1842 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980614.0700.0111 VOM19980222.0700.0151 VOM19980223.0900.0154 VOM19980303.0700.0783 VOM19980223.0900.1740 VOM19980613.0730.0072 VOM19980302.0900.0724 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980502.0730.0193 VOM19980223.0700.0197 VOM19980613.0700.0179 VOM19980502.0700.0348 VOM19980303.0900.1879 VOM19980306.0700.0354 VOM19980614.0730.0034 VOM19980228.0700.0156 VOM19980526.0900.0223 VOM19980403.0700.3400 VOM19980220.0900.3360 VOM19980223.0700.0240 VOM19980428.0900.0156 VOM19980531.0700.0380 VOM19980225.0900.0178 VOM19980531.0730.0195 VOM19980611.0700.0350 VOM19980225.0700.0187 VOM19980326.0700.0115 VOM19980228.0700.1784 VOM19980225.0900.1874 VOM19980311.0700.3445 VOM19980605.0700.0354 VOM19980224.0700.0173 VOM19980403.0700.2182 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980226.0900.0170 VOM19980311.0700.0234 VOM19980527.0700.0426 VOM19980302.0900.0871 VOM19980226.0900.3359 VOM19980226.0900.1725 VOM19980304.0700.0408 VOM19980326.0700.0717 VOM19980304.0700.0871 VOM19980224.0900.0173 VOM19980224.0900.3400 VOM19980304.0900.0353 VOM19980223.0700.0882 VOM19980224.0900.2029 VOM19980224.0900.3361 VOM19980327.0900.0179 VOM19980220.0700.0221 VOM19980220.0700.3434 VOM19980222.0700.0758 VOM19980303.0700.0976 VOM19980327.0900.1850 VOM19980224.0700.1724 VOM19980220.0700.0166 VOM19980305.0700.0395 VOM19980319.0900.3353 VOM19980301.0700.0284 VOM19980526.0700.0381 VOM19980327.0900.3348 VOM19980624.0900.0040 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980223.0900.1787 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980224.0700.1530 VOM19980223.0700.1295 VOM19980625.0700.0328 VOM19980403.0700.0372 VOM19980223.0900.0629 VOM19980304.0700.0774 VOM19980326.0700.0452 VOM19980326.0900.0118 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980224.0700.1620 VOM19980224.0900.0215 VOM19980223.0700.1040 VOM19980220.0700.0772 VOM19980223.0700.0945 VOM19980302.0700.2191 VOM19980306.0700.0425 VOM19980225.0700.0757 VOM19980501.0700.0297 
40502.query,VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980223.0900.3362 VOM19980311.0700.0279 VOM19980223.0700.0800 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980303.0900.0160 VOM19980223.0900.0477 VOM19980626.0700.0365 VOM19980222.0700.1842 VOM19980222.0700.0151 VOM19980614.0700.0111 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980303.0700.0783 VOM19980223.0700.0197 VOM19980302.0900.0724 VOM19980502.0700.0348 VOM19980502.0730.0193 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980306.0700.0354 VOM19980303.0900.1879 VOM19980614.0730.0034 VOM19980228.0700.0156 VOM19980526.0900.0223 VOM19980403.0700.3400 VOM19980220.0900.3360 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980428.0900.0156 VOM19980223.0700.0240 VOM19980225.0900.0178 VOM19980611.0700.0350 VOM19980225.0700.0187 VOM19980228.0700.1784 VOM19980326.0700.0115 VOM19980311.0700.3445 VOM19980225.0900.1874 VOM19980224.0700.0173 VOM19980605.0700.0354 VOM19980403.0700.2182 VOM19980311.0700.0234 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980226.0900.0170 VOM19980527.0700.0426 VOM19980304.0700.0408 VOM19980302.0900.0871 VOM19980226.0900.3359 VOM19980304.0700.0871 VOM19980224.0900.3400 VOM19980226.0900.1725 VOM19980326.0700.0717 VOM19980304.0900.0353 VOM19980224.0900.0173 VOM19980220.0700.0221 VOM19980223.0700.0882 VOM19980303.0700.0976 VOM19980327.0900.0179 VOM19980220.0700.0166 VOM19980327.0900.1850 VOM19980224.0900.2029 VOM19980224.0900.3361 VOM19980224.0700.1724 VOM19980222.0700.0758 VOM19980220.0700.3434 VOM19980301.0700.0284 VOM19980305.0700.0395 VOM19980319.0900.3353 VOM19980526.0700.0381 VOM19980327.0900.3348 VOM19980624.0900.0040 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980223.0900.1787 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980223.0700.1295 VOM19980224.0700.1530 VOM19980223.0900.0629 VOM19980625.0700.0328 VOM19980403.0700.0372 VOM19980304.0700.0774 VOM19980326.0700.0452 VOM19980326.0900.0118 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980224.0700.1620 VOM19980224.0900.0215 VOM19980223.0700.1040 VOM19980223.0700.0945 VOM19980220.0700.0772 VOM19980302.0700.2191 VOM19980306.0700.0425 VOM19980225.0700.0757 VOM19980501.0700.0297 
40503.query,VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980223.0900.3362 VOM19980311.0700.0279 VOM19980614.0700.0111 VOM19980223.0700.0800 VOM19980626.0700.0365 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980303.0900.0160 VOM19980223.0900.0477 VOM19980222.0700.1842 VOM19980222.0700.0151 VOM19980614.0730.0034 VOM19980302.0900.0724 VOM19980502.0730.0193 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980502.0700.0348 VOM19980303.0700.0783 VOM19980223.0700.0197 VOM19980526.0900.0223 VOM19980306.0700.0354 VOM19980611.0700.0350 VOM19980303.0900.1879 VOM19980228.0700.0156 VOM19980403.0700.3400 VOM19980605.0700.0354 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980220.0900.3360 VOM19980527.0700.0426 VOM19980428.0900.0156 VOM19980223.0700.0240 VOM19980326.0700.0115 VOM19980311.0700.3445 VOM19980228.0700.1784 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980403.0700.2182 VOM19980224.0700.0173 VOM19980302.0900.0871 VOM19980326.0700.0717 VOM19980225.0900.1874 VOM19980311.0700.0234 VOM19980222.0700.0758 VOM19980226.0900.0170 VOM19980304.0700.0871 VOM19980224.0700.1724 VOM19980226.0900.3359 VOM19980304.0700.0408 VOM19980224.0900.3400 VOM19980303.0700.0976 VOM19980220.0700.0166 VOM19980220.0700.0221 VOM19980226.0900.1725 VOM19980305.0700.0395 VOM19980223.0700.0882 VOM19980220.0700.3434 VOM19980224.0900.0173 VOM19980327.0900.0179 VOM19980304.0900.0353 VOM19980327.0900.1850 VOM19980301.0700.0284 VOM19980624.0900.0040 VOM19980319.0900.3353 VOM19980224.0900.2029 VOM19980224.0900.3361 VOM19980526.0700.0381 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980327.0900.3348 VOM19980223.0900.1787 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980625.0700.0328 VOM19980223.0700.1295 VOM19980224.0700.1530 VOM19980223.0900.0629 VOM19980403.0700.0372 VOM19980304.0700.0774 VOM19980326.0900.0118 VOM19980326.0700.0452 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980224.0700.1620 VOM19980224.0900.0215 VOM19980223.0700.1040 VOM19980220.0700.0772 VOM19980223.0700.0945 VOM19980501.0700.0297 VOM19980302.0700.2191 VOM19980306.0700.0425 VOM19980225.0700.0757 
40504.query,VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980613.0730.0072 VOM19980223.0900.3362 VOM19980613.0700.0179 VOM19980311.0700.0279 VOM19980223.0700.0800 VOM19980614.0700.0111 VOM19980626.0700.0365 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980303.0900.0160 VOM19980223.0900.0477 VOM19980222.0700.1842 VOM19980222.0700.0151 VOM19980614.0730.0034 VOM19980302.0900.0724 VOM19980220.0900.0190 VOM19980223.0900.1740 VOM19980303.0700.0783 VOM19980220.0900.1815 VOM19980223.0900.0154 VOM19980502.0730.0193 VOM19980223.0700.0197 VOM19980502.0700.0348 VOM19980526.0900.0223 VOM19980306.0700.0354 VOM19980303.0900.1879 VOM19980611.0700.0350 VOM19980228.0700.0156 VOM19980403.0700.3400 VOM19980605.0700.0354 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980220.0900.3360 VOM19980428.0900.0156 VOM19980223.0700.0240 VOM19980527.0700.0426 VOM19980326.0700.0115 VOM19980228.0700.1784 VOM19980311.0700.3445 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980403.0700.2182 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980224.0700.0173 VOM19980302.0900.0871 VOM19980326.0700.0717 VOM19980311.0700.0234 VOM19980225.0900.1874 VOM19980226.0900.0170 VOM19980304.0700.0871 VOM19980222.0700.0758 VOM19980226.0900.3359 VOM19980303.0700.0976 VOM19980226.0900.1725 VOM19980224.0700.1724 VOM19980304.0700.0408 VOM19980223.0700.0882 VOM19980224.0900.3400 VOM19980220.0700.0221 VOM19980220.0700.0166 VOM19980304.0900.0353 VOM19980305.0700.0395 VOM19980224.0900.0173 VOM19980220.0700.3434 VOM19980327.0900.0179 VOM19980319.0900.3353 VOM19980327.0900.1850 VOM19980224.0900.2029 VOM19980301.0700.0284 VOM19980224.0900.3361 VOM19980624.0900.0040 VOM19980526.0700.0381 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980327.0900.3348 VOM19980223.0900.1787 VOM19980223.0700.1295 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980625.0700.0328 VOM19980224.0700.1530 VOM19980403.0700.0372 VOM19980223.0900.0629 VOM19980304.0700.0774 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980326.0900.0118 VOM19980326.0700.0452 VOM19980224.0700.1620 VOM19980613.0700.0300 VOM19980224.0900.0215 VOM19980613.0730.0143 VOM19980223.0700.1040 VOM19980220.0700.0772 VOM19980223.0700.0945 VOM19980501.0700.0297 VOM19980302.0700.2191 
40505.query,VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980223.0900.3362 VOM19980311.0700.0279 VOM19980223.0700.0800 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980626.0700.0365 VOM19980614.0700.0111 VOM19980303.0900.0160 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980223.0900.0477 VOM19980222.0700.1842 VOM19980222.0700.0151 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0900.1740 VOM19980223.0900.0154 VOM19980302.0900.0724 VOM19980303.0700.0783 VOM19980223.0700.0197 VOM19980614.0730.0034 VOM19980502.0730.0193 VOM19980502.0700.0348 VOM19980306.0700.0354 VOM19980526.0900.0223 VOM19980303.0900.1879 VOM19980228.0700.0156 VOM19980403.0700.3400 VOM19980611.0700.0350 VOM19980220.0900.3360 VOM19980531.0700.0380 VOM19980223.0700.0240 VOM19980531.0730.0195 VOM19980223.0700.0882 VOM19980605.0700.0354 VOM19980428.0900.0156 VOM19980326.0700.0115 VOM19980527.0700.0426 VOM19980228.0700.1784 VOM19980225.0900.0178 VOM19980311.0700.3445 VOM19980225.0700.0187 VOM19980224.0700.0173 VOM19980403.0700.2182 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980302.0900.0871 VOM19980311.0700.0234 VOM19980225.0900.1874 VOM19980326.0700.0717 VOM19980304.0700.0871 VOM19980226.0900.0170 VOM19980304.0700.0408 VOM19980303.0700.0976 VOM19980226.0900.3359 VOM19980222.0700.0758 VOM19980226.0900.1725 VOM19980224.0900.3400 VOM19980304.0900.0353 VOM19980220.0700.0221 VOM19980224.0700.1724 VOM19980224.0900.0173 VOM19980220.0700.0166 VOM19980305.0700.0395 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980224.0900.2029 VOM19980319.0900.3353 VOM19980224.0900.3361 VOM19980220.0700.3434 VOM19980301.0700.0284 VOM19980526.0700.0381 VOM19980624.0900.0040 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980327.0900.3348 VOM19980223.0900.1787 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980224.0700.1530 VOM19980223.0700.1295 VOM19980625.0700.0328 VOM19980223.0900.0629 VOM19980403.0700.0372 VOM19980304.0700.0774 VOM19980326.0700.0452 VOM19980326.0900.0118 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980224.0700.1620 VOM19980220.0700.0772 VOM19980224.0900.0215 VOM19980223.0700.1040 VOM19980613.0700.0300 VOM19980223.0700.0945 VOM19980613.0730.0143 VOM19980501.0700.0297 VOM19980306.0700.0425 
40506.query,VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980223.0900.3362 VOM19980223.0700.0800 VOM19980311.0700.0279 VOM19980613.0730.0072 VOM19980626.0700.0365 VOM19980614.0700.0111 VOM19980613.0700.0179 VOM19980303.0900.0160 VOM19980223.0900.0477 VOM19980222.0700.1842 VOM19980222.0700.0151 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0900.1740 VOM19980223.0900.0154 VOM19980303.0700.0783 VOM19980223.0700.0197 VOM19980302.0900.0724 VOM19980614.0730.0034 VOM19980502.0730.0193 VOM19980502.0700.0348 VOM19980306.0700.0354 VOM19980526.0900.0223 VOM19980303.0900.1879 VOM19980228.0700.0156 VOM19980403.0700.3400 VOM19980611.0700.0350 VOM19980220.0900.3360 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980223.0700.0240 VOM19980428.0900.0156 VOM19980223.0700.0882 VOM19980605.0700.0354 VOM19980228.0700.1784 VOM19980311.0700.3445 VOM19980527.0700.0426 VOM19980326.0700.0115 VOM19980224.0700.0173 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980403.0700.2182 VOM19980311.0700.0234 VOM19980302.0900.0871 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980304.0700.0871 VOM19980303.0700.0976 VOM19980225.0900.1874 VOM19980326.0700.0717 VOM19980226.0900.0170 VOM19980304.0700.0408 VOM19980224.0900.3400 VOM19980226.0900.3359 VOM19980222.0700.0758 VOM19980224.0700.1724 VOM19980220.0700.0221 VOM19980304.0900.0353 VOM19980220.0700.0166 VOM19980226.0900.1725 VOM19980301.0700.0284 VOM19980224.0900.0173 VOM19980305.0700.0395 VOM19980327.0900.0179 VOM19980526.0700.0381 VOM19980327.0900.1850 VOM19980224.0900.2029 VOM19980224.0900.3361 VOM19980319.0900.3353 VOM19980220.0700.3434 VOM19980223.0700.1295 VOM19980624.0900.0040 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980327.0900.3348 VOM19980223.0900.1787 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980224.0700.1530 VOM19980625.0700.0328 VOM19980223.0900.0629 VOM19980304.0700.0774 VOM19980403.0700.0372 VOM19980326.0700.0452 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980326.0900.0118 VOM19980224.0700.1620 VOM19980223.0700.1040 VOM19980223.0700.0945 VOM19980220.0700.0772 VOM19980224.0900.0215 VOM19980613.0700.0300 VOM19980501.0700.0297 VOM19980613.0730.0143 VOM19980602.0700.0417 
40507.query,VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980223.0900.3362 VOM19980223.0700.0800 VOM19980311.0700.0279 VOM19980613.0730.0072 VOM19980626.0700.0365 VOM19980614.0700.0111 VOM19980613.0700.0179 VOM19980303.0900.0160 VOM19980222.0700.1842 VOM19980223.0900.0477 VOM19980222.0700.0151 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0900.1740 VOM19980223.0900.0154 VOM19980223.0700.0882 VOM19980303.0700.0783 VOM19980223.0700.0197 VOM19980302.0900.0724 VOM19980614.0730.0034 VOM19980502.0730.0193 VOM19980502.0700.0348 VOM19980306.0700.0354 VOM19980526.0900.0223 VOM19980228.0700.0156 VOM19980403.0700.3400 VOM19980303.0900.1879 VOM19980220.0900.3360 VOM19980223.0700.0240 VOM19980611.0700.0350 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980428.0900.0156 VOM19980605.0700.0354 VOM19980228.0700.1784 VOM19980311.0700.3445 VOM19980326.0700.0115 VOM19980527.0700.0426 VOM19980224.0700.0173 VOM19980225.0900.0178 VOM19980403.0700.2182 VOM19980225.0700.0187 VOM19980311.0700.0234 VOM19980302.0900.0871 VOM19980304.0700.0871 VOM19980303.0700.0976 VOM19980304.0700.0408 VOM19980225.0900.1874 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980326.0700.0717 VOM19980226.0900.0170 VOM19980304.0900.0353 VOM19980224.0900.3400 VOM19980222.0700.0758 VOM19980226.0900.3359 VOM19980224.0700.1724 VOM19980220.0700.0221 VOM19980226.0900.1725 VOM19980220.0700.0166 VOM19980301.0700.0284 VOM19980224.0900.0173 VOM19980305.0700.0395 VOM19980526.0700.0381 VOM19980224.0900.2029 VOM19980327.0900.0179 VOM19980224.0900.3361 VOM19980327.0900.1850 VOM19980220.0700.3434 VOM19980319.0900.3353 VOM19980223.0700.1295 VOM19980624.0900.0040 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980223.0900.1787 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980327.0900.3348 VOM19980224.0700.1530 VOM19980223.0900.0629 VOM19980625.0700.0328 VOM19980403.0700.0372 VOM19980304.0700.0774 VOM19980326.0700.0452 VOM19980326.0900.0118 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980224.0700.1620 VOM19980220.0700.0772 VOM19980223.0700.1040 VOM19980223.0700.0945 VOM19980224.0900.0215 VOM19980613.0700.0300 VOM19980501.0700.0297 VOM19980225.0700.0757 VOM19980613.0730.0143 
40508.query,VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980223.0900.3362 VOM19980223.0700.0800 VOM19980303.0900.0160 VOM19980311.0700.0279 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980626.0700.0365 VOM19980222.0700.1842 VOM19980223.0900.0477 VOM19980220.0900.0190 VOM19980222.0700.0151 VOM19980220.0900.1815 VOM19980614.0700.0111 VOM19980303.0700.0783 VOM19980223.0900.1740 VOM19980223.0900.0154 VOM19980223.0700.0197 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980303.0900.1879 VOM19980302.0900.0724 VOM19980228.0700.0156 VOM19980502.0700.0348 VOM19980306.0700.0354 VOM19980502.0730.0193 VOM19980223.0700.0882 VOM19980614.0730.0034 VOM19980526.0900.0223 VOM19980403.0700.3400 VOM19980223.0700.0240 VOM19980220.0900.3360 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980428.0900.0156 VOM19980228.0700.1784 VOM19980611.0700.0350 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980605.0700.0354 VOM19980304.0700.0871 VOM19980224.0700.0173 VOM19980326.0700.0115 VOM19980311.0700.0234 VOM19980311.0700.3445 VOM19980304.0700.0408 VOM19980225.0900.1874 VOM19980226.0900.0170 VOM19980403.0700.2182 VOM19980304.0900.0353 VOM19980527.0700.0426 VOM19980302.0900.0871 VOM19980226.0900.3359 VOM19980224.0900.3400 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980226.0900.1725 VOM19980224.0900.0173 VOM19980303.0700.0976 VOM19980224.0900.2029 VOM19980326.0700.0717 VOM19980224.0900.3361 VOM19980220.0700.0221 VOM19980220.0700.0166 VOM19980327.0900.0179 VOM19980224.0700.1724 VOM19980327.0900.1850 VOM19980222.0700.0758 VOM19980305.0700.0395 VOM19980301.0700.0284 VOM19980526.0700.0381 VOM19980319.0900.3353 VOM19980220.0700.3434 VOM19980223.0900.1787 VOM19980327.0900.3348 VOM19980624.0900.0040 VOM19980224.0700.1530 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980223.0700.1295 VOM19980223.0900.0629 VOM19980625.0700.0328 VOM19980304.0700.0774 VOM19980403.0700.0372 VOM19980326.0700.0452 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980326.0900.0118 VOM19980224.0700.1620 VOM19980220.0700.0772 VOM19980224.0900.0215 VOM19980223.0700.1040 VOM19980223.0700.0945 VOM19980501.0700.0297 VOM19980302.0700.2191 VOM19980225.0700.0757 VOM19980306.0700.0425 
40509.query,VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980223.0900.3362 VOM19980223.0700.0800 VOM19980303.0900.0160 VOM19980311.0700.0279 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980626.0700.0365 VOM19980220.0900.0190 VOM19980222.0700.1842 VOM19980220.0900.1815 VOM19980222.0700.0151 VOM19980223.0900.0477 VOM19980223.0900.1740 VOM19980223.0900.0154 VOM19980303.0700.0783 VOM19980614.0700.0111 VOM19980223.0700.0197 VOM19980613.0730.0072 VOM19980303.0900.1879 VOM19980302.0900.0724 VOM19980613.0700.0179 VOM19980502.0700.0348 VOM19980306.0700.0354 VOM19980228.0700.0156 VOM19980502.0730.0193 VOM19980526.0900.0223 VOM19980220.0900.3360 VOM19980614.0730.0034 VOM19980403.0700.3400 VOM19980223.0700.0882 VOM19980223.0700.0240 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980428.0900.0156 VOM19980228.0700.1784 VOM19980611.0700.0350 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980301.0700.0284 VOM19980304.0700.0871 VOM19980224.0700.0173 VOM19980326.0700.0115 VOM19980605.0700.0354 VOM19980311.0700.3445 VOM19980311.0700.0234 VOM19980304.0700.0408 VOM19980225.0900.1874 VOM19980403.0700.2182 VOM19980226.0900.0170 VOM19980304.0900.0353 VOM19980224.0900.3400 VOM19980527.0700.0426 VOM19980302.0900.0871 VOM19980226.0900.3359 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980303.0700.0976 VOM19980226.0900.1725 VOM19980224.0900.0173 VOM19980220.0700.0221 VOM19980220.0700.0166 VOM19980326.0700.0717 VOM19980224.0900.2029 VOM19980224.0900.3361 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980224.0700.1724 VOM19980222.0700.0758 VOM19980305.0700.0395 VOM19980319.0900.3353 VOM19980526.0700.0381 VOM19980327.0900.3348 VOM19980223.0900.1787 VOM19980220.0700.3434 VOM19980624.0900.0040 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980224.0700.1530 VOM19980223.0700.1295 VOM19980223.0900.0629 VOM19980625.0700.0328 VOM19980304.0700.0774 VOM19980403.0700.0372 VOM19980326.0700.0452 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980326.0900.0118 VOM19980224.0700.1620 VOM19980220.0700.0772 VOM19980224.0900.0215 VOM19980223.0700.1040 VOM19980223.0700.0945 VOM19980501.0700.0297 VOM19980302.0700.2191 VOM19980225.0700.0757 VOM19980306.0700.0425 
40510.query,VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980613.0730.0072 VOM19980223.0900.3362 VOM19980613.0700.0179 VOM19980223.0700.0800 VOM19980614.0700.0111 VOM19980626.0700.0365 VOM19980303.0900.0160 VOM19980311.0700.0279 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980222.0700.0151 VOM19980222.0700.1842 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0900.0477 VOM19980614.0730.0034 VOM19980223.0900.1740 VOM19980223.0900.0154 VOM19980302.0900.0724 VOM19980303.0700.0783 VOM19980223.0700.0197 VOM19980526.0900.0223 VOM19980303.0900.1879 VOM19980502.0730.0193 VOM19980502.0700.0348 VOM19980306.0700.0354 VOM19980228.0700.0156 VOM19980611.0700.0350 VOM19980403.0700.3400 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980220.0900.3360 VOM19980605.0700.0354 VOM19980223.0700.0882 VOM19980223.0700.0240 VOM19980527.0700.0426 VOM19980428.0900.0156 VOM19980228.0700.1784 VOM19980326.0700.0115 VOM19980311.0700.3445 VOM19980301.0700.0284 VOM19980304.0700.0871 VOM19980224.0700.0173 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980403.0700.2182 VOM19980404.0700.0133 VOM19980404.0700.1859 VOM19980302.0900.0871 VOM19980311.0700.0234 VOM19980304.0700.0408 VOM19980326.0700.0717 VOM19980226.0900.0170 VOM19980303.0700.0976 VOM19980225.0900.1874 VOM19980224.0900.3400 VOM19980222.0700.0758 VOM19980304.0900.0353 VOM19980224.0700.1724 VOM19980226.0900.3359 VOM19980220.0700.0166 VOM19980220.0700.0221 VOM19980226.0900.1725 VOM19980224.0900.0173 VOM19980305.0700.0395 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980224.0900.2029 VOM19980224.0900.3361 VOM19980624.0900.0040 VOM19980526.0700.0381 VOM19980319.0900.3353 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980220.0700.3434 VOM19980223.0900.1787 VOM19980327.0900.3348 VOM19980223.0900.0199 VOM19980223.0900.3403 VOM19980223.0700.1295 VOM19980224.0700.1530 VOM19980625.0700.0328 VOM19980223.0900.0629 VOM19980304.0700.0774 VOM19980403.0700.0372 VOM19980326.0900.0118 VOM19980530.0700.0166 VOM19980530.0730.0069 VOM19980326.0700.0452 VOM19980224.0700.1620 VOM19980220.0700.0772 VOM19980224.0900.0215 VOM19980223.0700.1040 VOM19980223.0700.0945 VOM19980501.0700.0297 VOM19980302.0700.2191 VOM19980306.0700.0425 VOM19980225.0700.0757 
